# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexing.cache.totalCacheMisses,1773676635263000000,1773676695406000000,140
Indexing.cache.totalCacheAccesses,1773676635263000000,1773676695406000000,147
Indexing.writer_2.totalTimeSpentWritingMs,1773676635263000000,1773676695406000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1773676635263000000,1773676695406000000,0
Indexes.stubs.lookupDurationMaxMs,1773676635263000000,1773676695406000000,0.0
Indexing.writesQueuedMax,1773676635263000000,1773676695406000000,0
Indexes.stubs.lookupDuration90PMs,1773676635263000000,1773676695406000000,0.0
Indexing.cache.totalCacheEvicted,1773676635263000000,1773676695406000000,140
Indexes.allKeys.lookupDurationAvgMs,1773676635263000000,1773676695406000000,0.0
Indexes.allKeys.lookupDuration90PMs,1773676635263000000,1773676695406000000,0.0
Indexes.entries.lookups,1773676635263000000,1773676695406000000,128
Indexes.allKeys.lookups,1773676635263000000,1773676695406000000,3
Indexing.totalTimeIndexersSleptMs,1773676635263000000,1773676695406000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1773676635263000000,1773676695406000000,0
Indexes.entries.lookupDurationMaxMs,1773676635263000000,1773676695406000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1773676635263000000,1773676695406000000,0
jps.artifact.entities.serializer.save.entities.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1773676635263000000,1773676695406000000,34
workspaceModel.mutableEntityStorage.referrers.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1773676635263000000,1773676695406000000,0
workspaceModel.do.save.caches.ms,1773676635263000000,1773676695406000000,47
jps.save.changed.project.entities.ms,1773676635263000000,1773676695406000000,2
jps.global.get.libraries.ms,1773676635263000000,1773676695406000000,2
jps.app.storage.content.reader.load.component.ms,1773676635263000000,1773676695406000000,0
workspaceModel.global.updates.count,1773676635263000000,1773676695406000000,0
jps.global.handle.changed.events.ms,1773676635263000000,1773676695406000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.instances.count,1773676635263000000,1773676695406000000,25
workspaceModel.global.updates.ms,1773676635263000000,1773676695406000000,0
jps.load.project.to.empty.storage.ms,1773676635263000000,1773676695406000000,70
jps.global.initialize.library.bridges.after.loading.ms,1773676635263000000,1773676695406000000,0
jps.facet.change.listener.before.change.events.ms,1773676635263000000,1773676695406000000,0
jps.module.iml.entities.serializer.save.entities.ms,1773676635263000000,1773676695406000000,0
workspaceModel.orphan.listener.update.ms,1773676635263000000,1773676695406000000,2
jps.facet.change.listener.init.bridge.ms,1773676635263000000,1773676695406000000,0
workspaceModel.sync.entities.ms,1773676635263000000,1773676695406000000,0
workspaceModel.load.cache.metadata.from.file.ms,1773676635263000000,1773676695406000000,42
workspaceModel.mutableEntityStorage.put.entity.ms,1773676635263000000,1773676695406000000,15
jps.reload.project.entities.ms,1773676635263000000,1773676695406000000,0
jps.artifact.entities.serializer.load.entities.ms,1773676635263000000,1773676695406000000,0
workspaceModel.moduleBridge.update.option.ms,1773676635263000000,1773676695406000000,0
jps.app.storage.content.writer.save.component.ms,1773676635263000000,1773676695406000000,1
jps.facet.change.listener.process.change.events.ms,1773676635263000000,1773676695406000000,0
jps.global.handle.before.change.events.ms,1773676635263000000,1773676695406000000,0
jps.project.serializers.save.ms,1773676635263000000,1773676695406000000,2
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1773676635263000000,1773676695406000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1773676635263000000,1773676695406000000,0
jps.load.initial.state.ms,1773676635263000000,1773676695406000000,17
workspaceModel.mutableEntityStorage.collect.changes.ms,1773676635263000000,1773676695406000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1773676635263000000,1773676695406000000,0
jps.global.get.library.ms,1773676635263000000,1773676695406000000,0
jps.module.iml.entities.serializer.load.entities.ms,1773676635263000000,1773676695406000000,21
jps.project.serializers.load.ms,1773676635263000000,1773676695406000000,59
workspaceModel.global.apply.state.to.project.ms,1773676635263000000,1773676695406000000,20
workspaceModel.moduleManagerBridge.load.all.modules.ms,1773676635263000000,1773676695406000000,51
workspaceModel.moduleManagerBridge.build.module.graph.ms,1773676635263000000,1773676695406000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1773676635263000000,1773676695406000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1773676635263000000,1773676695406000000,5
workspaceModel.mutableEntityStorage.entities.by.source.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1773676635263000000,1773676695406000000,9
workspaceModel.mutableEntityStorage.entities.ms,1773676635263000000,1773676695406000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1773676635263000000,1773676695406000000,4
workspaceModel.load.cache.from.file.ms,1773676635263000000,1773676695406000000,283
jps.global.get.library.by.name.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1773676635263000000,1773676695406000000,1
jps.save.global.entities.ms,1773676635263000000,1773676695406000000,4
workspaceModel.global.apply.state.to.project.builder.ms,1773676635263000000,1773676695406000000,1
jps.library.entities.serializer.save.entities.ms,1773676635263000000,1773676695406000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1773676635263000000,1773676695406000000,4
workspaceModel.moduleBridgeLoader.loading.modules.ms,1773676635263000000,1773676695406000000,277
workspaceModel.mutableEntityStorage.resolve.ms,1773676635263000000,1773676695406000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1773676635263000000,1773676695406000000,126
jps.library.entities.serializer.load.entities.ms,1773676635263000000,1773676695406000000,0
jps.global.initialize.library.bridges.ms,1773676635263000000,1773676695406000000,1
jps.apply.loaded.storage.ms,1773676635263000000,1773676695406000000,55
workspaceModel.moduleBridge.before.changed.ms,1773676635263000000,1773676695406000000,0
workspaceModel.save.cache.to.file.ms,1773676635263000000,1773676695406000000,32
workspaceModel.moduleBridge.facet.initialization.ms,1773676635263000000,1773676695406000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1773676635263000000,1773676695406000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1773676635263000000,1773676695406000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1773676635263000000,1773676695406000000,0
jps.storage.jps.conf.reader.load.component.ms,1773676635263000000,1773676695406000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1773676635263000000,1773676695406000000,0
workspaceModel.check.recursive.update.ms,1773676635263000000,1773676695406000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1773676635263000000,1773676695406000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1773676635263000000,1773676695406000000,0
workspaceModel.workspaceFileIndexData.init.ms,1773676635263000000,1773676695406000000,38
workspaceModel.cachedValue.clear.count,1773676635263000000,1773676695406000000,0
workspaceModel.to.snapshot.ms,1773676635263000000,1773676695406000000,1
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1773676635263000000,1773676695406000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1773676635263000000,1773676695406000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1773676635263000000,1773676695406000000,234
workspaceModel.cachedValueWithParameters.clear.count,1773676635263000000,1773676695406000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1773676635263000000,1773676695406000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1773676635263000000,1773676695406000000,0
workspaceModel.full.replace.project.model.ms,1773676635263000000,1773676695406000000,3
workspaceModel.cachedValue.from.cache.count,1773676635263000000,1773676695406000000,1923
workspaceModel.replace.project.model.ms,1773676635263000000,1773676695406000000,0
workspaceModel.updates.precise.ms,1773676635263000000,1773676695406000000,7
workspaceModel.loading.from.cache.ms,1773676635263000000,1773676695406000000,289
workspaceModel.loading.total.ms,1773676635263000000,1773676695406000000,305
workspaceModel.on.before.changed.ms,1773676635263000000,1773676695406000000,13
workspaceModel.workspaceFileIndexData.instances.count,1773676635263000000,1773676695406000000,1
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1773676635263000000,1773676695406000000,0
workspaceModel.initializing.ms,1773676635263000000,1773676695406000000,0
workspaceModel.cachedValue.calculated.count,1773676635263000000,1773676695406000000,14
workspaceModel.cachedValueWithParameters.from.cache.count,1773676635263000000,1773676695406000000,0
workspaceModel.cachedValue.total.get.count,1773676635263000000,1773676695406000000,1937
workspaceModel.entityStorageSnapshotImpl.instances.count,1773676635263000000,1773676695406000000,17
workspaceModel.collect.changes.ms,1773676635263000000,1773676695406000000,0
workspaceModel.init.bridges.ms,1773676635263000000,1773676695406000000,1
workspaceModel.cachedValueWithParameters.calculated.count,1773676635263000000,1773676695406000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1773676635263000000,1773676695406000000,0
workspaceModel.update.unloaded.entities.ms,1773676635263000000,1773676695406000000,0
workspaceModel.updates.ms,1773676635263000000,1773676695406000000,27
workspaceModel.pre.handlers.ms,1773676635263000000,1773676695406000000,1
workspaceModel.on.changed.ms,1773676635263000000,1773676695406000000,4
workspaceModel.updates.count,1773676635263000000,1773676695406000000,3
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1773676635263000000,1773676695406000000,73
JVM.threadCount,1773676635263000000,1773676695406000000,121
JVM.totalTimeAtSafepointsMs,1773676635263000000,1773676695406000000,790
JVM.GC.collectionTimesMs,1773676635263000000,1773676695406000000,754
JVM.maxThreadCount,1773676635263000000,1773676695406000000,124
JVM.totalTimeToSafepointsMs,1773676635263000000,1773676695406000000,102
JVM.usedHeapBytes,1773676635263000000,1773676695406000000,499227824
JVM.totalBytesAllocated,1773676635263000000,1773676695406000000,6655537408
MEM.ramPlusSwapMinusFileMappingsBytes,1773676635263000000,1773676695406000000,1791634112
JVM.totalCpuTimeMs,1773676635263000000,1773676695406000000,77817
OS.loadAverage,1773676635263000000,1773676695406000000,4.91015625
JVM.maxHeapBytes,1773676635263000000,1773676695406000000,2147483648
JVM.usedNativeBytes,1773676635263000000,1773676695406000000,514500640
JVM.committedHeapBytes,1773676635263000000,1773676695406000000,879755264
MEM.fileMappingsRamBytes,1773676635263000000,1773676695406000000,424116224
JVM.totalDirectByteBuffersBytes,1773676635263000000,1773676695406000000,3117249
MEM.ramBytes,1773676635263000000,1773676695406000000,1098088448
JVM.GC.collections,1773676635263000000,1773676695406000000,77
MEM.ramMinusFileMappingsBytes,1773676635263000000,1773676695406000000,668631040
JVM.totalSafepointCount,1773676635263000000,1773676695406000000,502
JVM.newThreadsCount,1773676635263000000,1773676695406000000,148
DiskQueryRelay.taskWaitingTotalTimeUs,1773676695406000000,1773676755324000000,51436
writeAction.median.wait.ms,1773676695406000000,1773676755324000000,0
DiskQueryRelay.tasksRequested,1773676695406000000,1773676755324000000,21
DiskQueryRelay.tasksExecuted,1773676695406000000,1773676755324000000,21
writeAction.max.wait.ms,1773676695406000000,1773676755324000000,46
writeAction.count,1773676695406000000,1773676755324000000,0
writeAction.wait.ms,1773676695406000000,1773676755324000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1773676695406000000,1773676755324000000,45852
FlushQueue.waitingTimeAvgNs,1773676695406000000,1773676755324000000,0.0
ReadAction.executionsCount,1773676695406000000,1773676755324000000,68490
AWTEventQueue.dispatchTime90PNs,1773676695406000000,1773676755324000000,0
FlushQueue.tasksExecuted,1773676695406000000,1773676755324000000,0
NonBlockingReadAction.failedExecutionsCount,1773676695406000000,1773676755324000000,0
FlushQueue.executionTimeMaxNs,1773676695406000000,1773676755324000000,0
FlushQueue.waitingTime90PNs,1773676695406000000,1773676755324000000,0
FlushQueue.executionTimeAvgNs,1773676695406000000,1773676755324000000,0.0
FlushQueue.queueSizeMax,1773676695406000000,1773676755324000000,0
NonBlockingReadAction.failedExecutionTimeUs,1773676695406000000,1773676755324000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1773676695406000000,1773676755324000000,527792
AWTEventQueue.eventsDispatched,1773676695406000000,1773676755324000000,0
AWTEventQueue.dispatchTimeAvgNs,1773676695406000000,1773676755324000000,0.0
FlushQueue.queueSizeAvg,1773676695406000000,1773676755324000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1773676695406000000,1773676755324000000,0
FlushQueue.executionTime90PNs,1773676695406000000,1773676755324000000,0
NonBlockingReadAction.finalizedExecutionsCount,1773676695406000000,1773676755324000000,51
FlushQueue.queueSize90P,1773676695406000000,1773676755324000000,0
FlushQueue.waitingTimeMaxNs,1773676695406000000,1773676755324000000,0
WriteAction.executionsCount,1773676695406000000,1773676755324000000,0
AWTEventQueue.dispatchTimeTotalNS,1773676695406000000,1773676755324000000,1491716538
cacheStateStorage.set.duration,1773676695406000000,1773676755324000000,0
cacheStateStorage.get.duration,1773676695406000000,1773676755324000000,13
cacheStateStorage.set.counter,1773676695406000000,1773676755324000000,0
cacheStateStorage.get.counter,1773676695406000000,1773676755324000000,2
VFS.contentStorage.recordsUncompressedSize,1773676695406000000,1773676755324000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1773676695406000000,1773676755324000000,58
FileNameCache.queries,1773676695406000000,1773676755324000000,512
VFS.contentStorage.recordsReadDecompressed,1773676695406000000,1773676755324000000,1
VFS.contentStorage.recordsStoredCompressed,1773676695406000000,1773676755324000000,0
FileNameCache.totalMisses,1773676695406000000,1773676755324000000,0
VFS.fileByIdCache.misses,1773676695406000000,1773676755324000000,64
VFS.contentStorage.recordsStored,1773676695406000000,1773676755324000000,0
VFS.fileByIdCache.hits,1773676695406000000,1773676755324000000,0
VFS.contentStorage.recordsRead,1773676695406000000,1773676755324000000,3
VFS.fileChildByName,1773676695406000000,1773676755324000000,29939
VFS.invertedFileNameIndex.requests,1773676695406000000,1773676755324000000,0
VFS.contentStorage.recordsReadSize,1773676695406000000,1773676755324000000,28089
VFS.contentStorage.recordsDeduplicated,1773676695406000000,1773676755324000000,0
VFS.contentStorage.recordsStoredSize,1773676695406000000,1773676755324000000,0
FilePageCache.capacityInBytes,1773676695406000000,1773676755324000000,629145600
FilePageCache.uncachedFileAccess,1773676695406000000,1773676755324000000,3
StorageLockContext.competingThreads.max,1773676695406000000,1773676755324000000,0
StreamlinedBlobStorage.recordsDeleted,1773676695406000000,1773676755324000000,0
DirectByteBufferAllocator.hits,1773676695406000000,1773676755324000000,0
FilePageCache.pageHits,1773676695406000000,1773676755324000000,0
StreamlinedBlobStorage.recordsAllocated,1773676695406000000,1773676755324000000,0
FilePageCache.totalPageDisposalsUs,1773676695406000000,1773676755324000000,33
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1773676695406000000,1773676755324000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1773676695406000000,1773676755324000000,12180
MappedFileStorage.storages,1773676695406000000,1773676755324000000,16
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1773676695406000000,1773676755324000000,41959424
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1773676695406000000,1773676755324000000,0
FilePageCache.disposedBuffers,1773676695406000000,1773676755324000000,0
DirectByteBufferAllocator.reclaimed,1773676695406000000,1773676755324000000,0
FilePageCache.totalPageLoadsUs,1773676695406000000,1773676755324000000,10815
FilePageCache.maxRegisteredFiles,1773676695406000000,1773676755324000000,519
FilePageCache.maxCacheSizeInBytes,1773676695406000000,1773676755324000000,234897408
FilePageCache.pageLoads,1773676695406000000,1773676755324000000,12
MappedFileStorage.totalBytesMapped,1773676695406000000,1773676755324000000,202637312
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1773676695406000000,1773676755324000000,13647872
StorageLockContext.competingThreads.avg,1773676695406000000,1773676755324000000,0.0
DirectByteBufferAllocator.misses,1773676695406000000,1773676755324000000,12
MappedFileStorage.totalPagesMapped,1773676695406000000,1773676755324000000,16
FilePageCache.pageLoadsAboveSizeThreshold,1773676695406000000,1773676755324000000,0
StreamlinedBlobStorage.recordsRelocated,1773676695406000000,1773676755324000000,0
StorageLockContext.competingThreads.90P,1773676695406000000,1773676755324000000,0
FilePageCache.pageFastCacheHits,1773676695406000000,1773676755324000000,448
FileChannelInterruptsRetryer.totalRetriedAttempts,1773676695406000000,1773676755324000000,0
DirectByteBufferAllocator.disposed,1773676695406000000,1773676755324000000,0
Indexes.stubs.lookups,1773676695406000000,1773676755324000000,0
Indexes.stubs.lookupDurationAvgMs,1773676695406000000,1773676755324000000,0.0
Indexes.entries.lookupDuration90PMs,1773676695406000000,1773676755324000000,0.0
Indexes.entries.lookupDurationAvgMs,1773676695406000000,1773676755324000000,0.0
Indexing.writesQueuedMin,1773676695406000000,1773676755324000000,9223372036854775807
Indexes.allKeys.lookupDurationMaxMs,1773676695406000000,1773676755324000000,0.0
Indexing.cache.totalCacheMisses,1773676695406000000,1773676755324000000,189
Indexing.cache.totalCacheAccesses,1773676695406000000,1773676755324000000,344
Indexing.writer_2.totalTimeSpentWritingMs,1773676695406000000,1773676755324000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1773676695406000000,1773676755324000000,0
Indexes.stubs.lookupDurationMaxMs,1773676695406000000,1773676755324000000,0.0
Indexing.writesQueuedMax,1773676695406000000,1773676755324000000,0
Indexes.stubs.lookupDuration90PMs,1773676695406000000,1773676755324000000,0.0
Indexing.cache.totalCacheEvicted,1773676695406000000,1773676755324000000,189
Indexes.allKeys.lookupDurationAvgMs,1773676695406000000,1773676755324000000,0.0
Indexes.allKeys.lookupDuration90PMs,1773676695406000000,1773676755324000000,0.0
Indexes.entries.lookups,1773676695406000000,1773676755324000000,33
Indexes.allKeys.lookups,1773676695406000000,1773676755324000000,2
Indexing.totalTimeIndexersSleptMs,1773676695406000000,1773676755324000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1773676695406000000,1773676755324000000,0
Indexes.entries.lookupDurationMaxMs,1773676695406000000,1773676755324000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1773676695406000000,1773676755324000000,0
jps.artifact.entities.serializer.save.entities.ms,1773676695406000000,1773676755324000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1773676695406000000,1773676755324000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1773676695406000000,1773676755324000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1773676695406000000,1773676755324000000,0
workspaceModel.do.save.caches.ms,1773676695406000000,1773676755324000000,0
jps.save.changed.project.entities.ms,1773676695406000000,1773676755324000000,2
jps.global.get.libraries.ms,1773676695406000000,1773676755324000000,0
jps.app.storage.content.reader.load.component.ms,1773676695406000000,1773676755324000000,0
workspaceModel.global.updates.count,1773676695406000000,1773676755324000000,0
jps.global.handle.changed.events.ms,1773676695406000000,1773676755324000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1773676695406000000,1773676755324000000,0
workspaceModel.mutableEntityStorage.instances.count,1773676695406000000,1773676755324000000,0
workspaceModel.global.updates.ms,1773676695406000000,1773676755324000000,0
jps.load.project.to.empty.storage.ms,1773676695406000000,1773676755324000000,0
jps.global.initialize.library.bridges.after.loading.ms,1773676695406000000,1773676755324000000,0
jps.facet.change.listener.before.change.events.ms,1773676695406000000,1773676755324000000,0
jps.module.iml.entities.serializer.save.entities.ms,1773676695406000000,1773676755324000000,0
workspaceModel.orphan.listener.update.ms,1773676695406000000,1773676755324000000,0
jps.facet.change.listener.init.bridge.ms,1773676695406000000,1773676755324000000,0
workspaceModel.sync.entities.ms,1773676695406000000,1773676755324000000,0
