# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.allKeys.lookupDuration90PMs,1773677042790000000,1773677102800000000,1.0
Indexing.writesQueuedMax,1773677042790000000,1773677102800000000,0
Indexes.entries.lookupDuration90PMs,1773677042790000000,1773677102800000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1773677042790000000,1773677102800000000,41
Indexing.cache.totalCacheEvicted,1773677042790000000,1773677102800000000,3435
Indexes.stubs.lookupDurationMaxMs,1773677042790000000,1773677102800000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1773677042790000000,1773677102800000000,113
Indexes.entries.lookupDurationAvgMs,1773677042790000000,1773677102800000000,0.3799126637554585
Indexes.allKeys.lookupDurationMaxMs,1773677042790000000,1773677102800000000,1.0
Indexes.stubs.lookupDuration90PMs,1773677042790000000,1773677102800000000,0.0
Indexing.writesQueuedMin,1773677042790000000,1773677102800000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1773677042790000000,1773677102800000000,40
Indexes.stubs.lookupDurationAvgMs,1773677042790000000,1773677102800000000,0.0
Indexes.entries.lookupDurationMaxMs,1773677042790000000,1773677102800000000,30.0
Indexing.cache.totalCacheMisses,1773677042790000000,1773677102800000000,3435
Indexing.writer_2.totalTimeSpentWritingMs,1773677042790000000,1773677102800000000,0
Indexes.stubs.lookups,1773677042790000000,1773677102800000000,0
Indexing.writesQueuedAvg,1773677042790000000,1773677102800000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1773677042790000000,1773677102800000000,0.3333333333333333
Indexes.allKeys.lookups,1773677042790000000,1773677102800000000,3
Indexing.totalTimeIndexersSleptMs,1773677042790000000,1773677102800000000,0
Indexing.cache.totalCacheAccesses,1773677042790000000,1773677102800000000,12690
cacheStateStorage.get.counter,1773677042790000000,1773677102800000000,35
cacheStateStorage.set.counter,1773677042790000000,1773677102800000000,4
cacheStateStorage.set.duration,1773677042790000000,1773677102800000000,7
cacheStateStorage.get.duration,1773677042790000000,1773677102800000000,77
JVM.GC.collections,1773677042790000000,1773677102800000000,57
MEM.ramPlusSwapMinusFileMappingsBytes,1773677042790000000,1773677102800000000,1959684672
JVM.totalCpuTimeMs,1773677042790000000,1773677102800000000,56043
JVM.totalDirectByteBuffersBytes,1773677042790000000,1773677102800000000,248672023
JVM.usedNativeBytes,1773677042790000000,1773677102800000000,484246120
MEM.fileMappingsRamBytes,1773677042790000000,1773677102800000000,316227584
MEM.ramMinusFileMappingsBytes,1773677042790000000,1773677102800000000,454066176
JVM.threadCount,1773677042790000000,1773677102800000000,155
OS.loadAverage,1773677042790000000,1773677102800000000,14.5595703125
JVM.totalSafepointCount,1773677042790000000,1773677102800000000,412
JVM.committedHeapBytes,1773677042790000000,1773677102800000000,1016070144
JVM.maxThreadCount,1773677042790000000,1773677102800000000,159
JVM.newThreadsCount,1773677042790000000,1773677102800000000,190
JVM.totalTimeToSafepointsMs,1773677042790000000,1773677102800000000,233
JVM.maxHeapBytes,1773677042790000000,1773677102800000000,2147483648
JVM.GC.collectionTimesMs,1773677042790000000,1773677102800000000,367
JVM.usedHeapBytes,1773677042790000000,1773677102800000000,557709088
MEM.ramBytes,1773677042790000000,1773677102800000000,776060928
JVM.totalTimeAtSafepointsMs,1773677042790000000,1773677102800000000,404
JVM.totalBytesAllocated,1773677042790000000,1773677102800000000,4283834608
VFS.contentStorage.recordsStoredSize,1773677042790000000,1773677102800000000,1844
FileNameCache.totalMisses,1773677042790000000,1773677102800000000,704
FileNameCache.queries,1773677042790000000,1773677102800000000,469120
VFS.contentStorage.recordsUncompressedSize,1773677042790000000,1773677102800000000,1844
VFS.contentStorage.recordsDeduplicated,1773677042790000000,1773677102800000000,1
VFS.contentStorage.recordsStoredCompressed,1773677042790000000,1773677102800000000,0
VFS.fileByIdCache.misses,1773677042790000000,1773677102800000000,4566
VFS.fileChildByName,1773677042790000000,1773677102800000000,76535
VFS.fileByIdCache.hits,1773677042790000000,1773677102800000000,0
VFS.contentStorage.recordsReadSize,1773677042790000000,1773677102800000000,45332823
VFS.invertedFileNameIndex.requests,1773677042790000000,1773677102800000000,469
VFS.contentStorage.recordsDecompressionTimeUs,1773677042790000000,1773677102800000000,53735
VFS.contentStorage.recordsReadDecompressed,1773677042790000000,1773677102800000000,1106
VFS.contentStorage.recordsRead,1773677042790000000,1773677102800000000,3307
VFS.contentStorage.recordsStored,1773677042790000000,1773677102800000000,3
workspaceModel.check.recursive.update.ms,1773677042790000000,1773677102800000000,0
workspaceModel.full.replace.project.model.ms,1773677042790000000,1773677102800000000,2
workspaceModel.update.unloaded.entities.ms,1773677042790000000,1773677102800000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1773677042790000000,1773677102800000000,0
workspaceModel.initializing.ms,1773677042790000000,1773677102800000000,1
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1773677042790000000,1773677102800000000,0
workspaceModel.cachedValue.clear.count,1773677042790000000,1773677102800000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1773677042790000000,1773677102800000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1773677042790000000,1773677102800000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1773677042790000000,1773677102800000000,0
workspaceModel.pre.handlers.ms,1773677042790000000,1773677102800000000,0
workspaceModel.to.snapshot.ms,1773677042790000000,1773677102800000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1773677042790000000,1773677102800000000,0
workspaceModel.updates.precise.ms,1773677042790000000,1773677102800000000,7
workspaceModel.cachedValue.from.cache.count,1773677042790000000,1773677102800000000,1574
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1773677042790000000,1773677102800000000,375
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1773677042790000000,1773677102800000000,88
workspaceModel.cachedValue.calculated.count,1773677042790000000,1773677102800000000,9
workspaceModel.replace.project.model.ms,1773677042790000000,1773677102800000000,0
workspaceModel.loading.from.cache.ms,1773677042790000000,1773677102800000000,149
workspaceModel.on.changed.ms,1773677042790000000,1773677102800000000,4
workspaceModel.workspaceFileIndexData.getPackageName.ms,1773677042790000000,1773677102800000000,0
workspaceModel.workspaceFileIndexData.instances.count,1773677042790000000,1773677102800000000,1
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1773677042790000000,1773677102800000000,0
workspaceModel.workspaceFileIndexData.init.ms,1773677042790000000,1773677102800000000,46
workspaceModel.entityStorageSnapshotImpl.instances.count,1773677042790000000,1773677102800000000,17
workspaceModel.on.before.changed.ms,1773677042790000000,1773677102800000000,13
workspaceModel.init.bridges.ms,1773677042790000000,1773677102800000000,1
workspaceModel.cachedValue.total.get.count,1773677042790000000,1773677102800000000,1583
workspaceModel.cachedValueWithParameters.clear.count,1773677042790000000,1773677102800000000,0
workspaceModel.loading.total.ms,1773677042790000000,1773677102800000000,153
workspaceModel.workspaceFileIndexData.processFileSets.ms,1773677042790000000,1773677102800000000,0
workspaceModel.updates.count,1773677042790000000,1773677102800000000,3
workspaceModel.collect.changes.ms,1773677042790000000,1773677102800000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1773677042790000000,1773677102800000000,0
workspaceModel.updates.ms,1773677042790000000,1773677102800000000,25
lexer.Markdown.size.bytes,1773677042790000000,1773677102800000000,12935
lexer.JSON.time.ns,1773677042790000000,1773677102800000000,2899000
parser.DuckDBGrammar.time.ns,1773677042790000000,1773677102800000000,19517667
lexer.Markdown.time.ns,1773677042790000000,1773677102800000000,34297000
DiskQueryRelay.tasksRequested,1773677042790000000,1773677102800000000,159
writeAction.count,1773677042790000000,1773677102800000000,26
DiskQueryRelay.taskExecutionTotalTimeUs,1773677042790000000,1773677102800000000,91355
lexer.JSON.size.bytes,1773677042790000000,1773677102800000000,404264
writeAction.max.wait.ms,1773677042790000000,1773677102800000000,24
writeAction.wait.ms,1773677042790000000,1773677102800000000,55
lexer.DuckDBGrammar.size.bytes,1773677042790000000,1773677102800000000,106753
parser.Markdown.size.bytes,1773677042790000000,1773677102800000000,12935
parser.JSON.time.ns,1773677042790000000,1773677102800000000,27343042
parser.DuckDBGrammar.size.bytes,1773677042790000000,1773677102800000000,106753
lexer.DuckDBGrammar.time.ns,1773677042790000000,1773677102800000000,2149751
DiskQueryRelay.tasksExecuted,1773677042790000000,1773677102800000000,159
parser.JSON.size.bytes,1773677042790000000,1773677102800000000,404264
parser.Markdown.time.ns,1773677042790000000,1773677102800000000,61185248
DiskQueryRelay.taskWaitingTotalTimeUs,1773677042790000000,1773677102800000000,129676
writeAction.median.wait.ms,1773677042790000000,1773677102800000000,0
StreamlinedBlobStorage.recordsAllocated,1773677042790000000,1773677102800000000,349
FileChannelInterruptsRetryer.totalRetriedAttempts,1773677042790000000,1773677102800000000,0
DirectByteBufferAllocator.disposed,1773677042790000000,1773677102800000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1773677042790000000,1773677102800000000,241188864
MappedFileStorage.storages,1773677042790000000,1773677102800000000,16
FilePageCache.uncachedFileAccess,1773677042790000000,1773677102800000000,139
StorageLockContext.competingThreads.avg,1773677042790000000,1773677102800000000,0.0
MappedFileStorage.totalPagesMapped,1773677042790000000,1773677102800000000,16
MappedFileStorage.totalBytesMapped,1773677042790000000,1773677102800000000,202637312
FilePageCache.disposedBuffers,1773677042790000000,1773677102800000000,3
FilePageCache.totalPageDisposalsUs,1773677042790000000,1773677102800000000,929
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1773677042790000000,1773677102800000000,0
FilePageCache.pageHits,1773677042790000000,1773677102800000000,0
DirectByteBufferAllocator.misses,1773677042790000000,1773677102800000000,232
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1773677042790000000,1773677102800000000,60673
FilePageCache.maxRegisteredFiles,1773677042790000000,1773677102800000000,519
StreamlinedBlobStorage.recordsRelocated,1773677042790000000,1773677102800000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1773677042790000000,1773677102800000000,15191
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1773677042790000000,1773677102800000000,94715
FilePageCache.totalPageLoadsUs,1773677042790000000,1773677102800000000,147908
FilePageCache.pageFastCacheHits,1773677042790000000,1773677102800000000,346238
DirectByteBufferAllocator.hits,1773677042790000000,1773677102800000000,3
FilePageCache.pageLoads,1773677042790000000,1773677102800000000,235
DirectByteBufferAllocator.reclaimed,1773677042790000000,1773677102800000000,3
FilePageCache.capacityInBytes,1773677042790000000,1773677102800000000,629145600
StreamlinedBlobStorage.recordsDeleted,1773677042790000000,1773677102800000000,1
FilePageCache.pageLoadsAboveSizeThreshold,1773677042790000000,1773677102800000000,0
StorageLockContext.competingThreads.90P,1773677042790000000,1773677102800000000,0
FilePageCache.maxCacheSizeInBytes,1773677042790000000,1773677102800000000,241188864
StorageLockContext.competingThreads.max,1773677042790000000,1773677102800000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1773677102800000000,1773677162800000000,0
jps.project.serializers.save.ms,1773677102800000000,1773677162800000000,0
jps.save.global.entities.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1773677102800000000,1773677162800000000,0
workspaceModel.sync.entities.ms,1773677102800000000,1773677162800000000,0
jps.reload.project.entities.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1773677102800000000,1773677162800000000,0
jps.save.changed.project.entities.ms,1773677102800000000,1773677162800000000,0
jps.app.storage.content.writer.save.component.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1773677102800000000,1773677162800000000,0
workspaceModel.orphan.listener.update.ms,1773677102800000000,1773677162800000000,0
jps.library.entities.serializer.save.entities.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1773677102800000000,1773677162800000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1773677102800000000,1773677162800000000,0
jps.global.initialize.library.bridges.after.loading.ms,1773677102800000000,1773677162800000000,0
jps.project.serializers.load.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.instances.count,1773677102800000000,1773677162800000000,0
jps.artifact.entities.serializer.load.entities.ms,1773677102800000000,1773677162800000000,0
workspaceModel.load.cache.from.file.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1773677102800000000,1773677162800000000,0
jps.app.storage.content.reader.load.component.ms,1773677102800000000,1773677162800000000,0
workspaceModel.global.apply.state.to.project.ms,1773677102800000000,1773677162800000000,0
jps.storage.jps.conf.reader.load.component.ms,1773677102800000000,1773677162800000000,0
jps.load.initial.state.ms,1773677102800000000,1773677162800000000,0
jps.facet.change.listener.init.bridge.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1773677102800000000,1773677162800000000,0
jps.module.iml.entities.serializer.load.entities.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1773677102800000000,1773677162800000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleBridge.update.option.ms,1773677102800000000,1773677162800000000,0
jps.load.project.to.empty.storage.ms,1773677102800000000,1773677162800000000,0
jps.facet.change.listener.before.change.events.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1773677102800000000,1773677162800000000,0
workspaceModel.load.cache.metadata.from.file.ms,1773677102800000000,1773677162800000000,0
workspaceModel.save.cache.to.file.ms,1773677102800000000,1773677162800000000,0
jps.facet.change.listener.process.change.events.ms,1773677102800000000,1773677162800000000,0
jps.artifact.entities.serializer.save.entities.ms,1773677102800000000,1773677162800000000,0
jps.global.handle.changed.events.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1773677102800000000,1773677162800000000,0
jps.global.get.library.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1773677102800000000,1773677162800000000,0
jps.global.handle.before.change.events.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1773677102800000000,1773677162800000000,0
workspaceModel.global.updates.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleBridge.before.changed.ms,1773677102800000000,1773677162800000000,0
workspaceModel.do.save.caches.ms,1773677102800000000,1773677162800000000,0
jps.global.get.libraries.ms,1773677102800000000,1773677162800000000,0
jps.global.initialize.library.bridges.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1773677102800000000,1773677162800000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1773677102800000000,1773677162800000000,0
jps.module.iml.entities.serializer.save.entities.ms,1773677102800000000,1773677162800000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1773677102800000000,1773677162800000000,0
workspaceModel.mutableEntityStorage.entities.ms,1773677102800000000,1773677162800000000,0
jps.apply.loaded.storage.ms,1773677102800000000,1773677162800000000,0
jps.library.entities.serializer.load.entities.ms,1773677102800000000,1773677162800000000,0
jps.global.get.library.by.name.ms,1773677102800000000,1773677162800000000,0
workspaceModel.global.updates.count,1773677102800000000,1773677162800000000,0
AWTEventQueue.dispatchTimeTotalNS,1773677102800000000,1773677162800000000,3333034277
FlushQueue.executionTimeAvgNs,1773677102800000000,1773677162800000000,108768.39066204632
NonBlockingReadAction.failedExecutionTimeUs,1773677102800000000,1773677162800000000,47771
NonBlockingReadAction.failedExecutionsCount,1773677102800000000,1773677162800000000,82
AWTEventQueue.dispatchTimeMaxNs,1773677102800000000,1773677162800000000,42991615
AWTEventQueue.eventsDispatched,1773677102800000000,1773677162800000000,10901
FlushQueue.queueSizeMax,1773677102800000000,1773677162800000000,34
FlushQueue.executionTime90PNs,1773677102800000000,1773677162800000000,132095
FlushQueue.waitingTime90PNs,1773677102800000000,1773677162800000000,1138687
NonBlockingReadAction.finalizedExecutionsCount,1773677102800000000,1773677162800000000,1532
AWTEventQueue.dispatchTime90PNs,1773677102800000000,1773677162800000000,491519
NonBlockingReadAction.finalizedExecutionTimeUs,1773677102800000000,1773677162800000000,330645
AWTEventQueue.dispatchTimeAvgNs,1773677102800000000,1773677162800000000,304771.45509586274
FlushQueue.queueSizeAvg,1773677102800000000,1773677162800000000,1.6160860842604414
ReadAction.executionsCount,1773677102800000000,1773677162800000000,104773
FlushQueue.queueSize90P,1773677102800000000,1773677162800000000,5
FlushQueue.tasksExecuted,1773677102800000000,1773677162800000000,5483
FlushQueue.waitingTimeAvgNs,1773677102800000000,1773677162800000000,724331.9974466533
FlushQueue.executionTimeMaxNs,1773677102800000000,1773677162800000000,28180479
FlushQueue.waitingTimeMaxNs,1773677102800000000,1773677162800000000,41943039
WriteAction.executionsCount,1773677102800000000,1773677162800000000,0
Indexes.entries.lookups,1773677102800000000,1773677162800000000,134
Indexes.allKeys.lookupDuration90PMs,1773677102800000000,1773677162800000000,0.0
Indexing.writesQueuedMax,1773677102800000000,1773677162800000000,0
Indexes.entries.lookupDuration90PMs,1773677102800000000,1773677162800000000,1.0
Indexing.writer_1.totalTimeSpentWritingMs,1773677102800000000,1773677162800000000,0
Indexing.cache.totalCacheEvicted,1773677102800000000,1773677162800000000,30
Indexes.stubs.lookupDurationMaxMs,1773677102800000000,1773677162800000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1773677102800000000,1773677162800000000,0
Indexes.entries.lookupDurationAvgMs,1773677102800000000,1773677162800000000,0.11940298507462686
Indexes.allKeys.lookupDurationMaxMs,1773677102800000000,1773677162800000000,0.0
Indexes.stubs.lookupDuration90PMs,1773677102800000000,1773677162800000000,0.0
Indexing.writesQueuedMin,1773677102800000000,1773677162800000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1773677102800000000,1773677162800000000,0
Indexes.stubs.lookupDurationAvgMs,1773677102800000000,1773677162800000000,0.0
Indexes.entries.lookupDurationMaxMs,1773677102800000000,1773677162800000000,1.0
Indexing.cache.totalCacheMisses,1773677102800000000,1773677162800000000,30
Indexing.writer_2.totalTimeSpentWritingMs,1773677102800000000,1773677162800000000,0
Indexes.stubs.lookups,1773677102800000000,1773677162800000000,0
Indexing.writesQueuedAvg,1773677102800000000,1773677162800000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1773677102800000000,1773677162800000000,0.0
Indexes.allKeys.lookups,1773677102800000000,1773677162800000000,1
Indexing.totalTimeIndexersSleptMs,1773677102800000000,1773677162800000000,0
Indexing.cache.totalCacheAccesses,1773677102800000000,1773677162800000000,137
