# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.load.cache.metadata.from.file.ms,1773676241774000000,1773676301792000000,0
FlushQueue.queueSizeAvg,1773676241774000000,1773676301792000000,12.10204081632653
NonBlockingReadAction.failedExecutionTimeUs,1773676241774000000,1773676301792000000,586259
FlushQueue.waitingTime90PNs,1773676241774000000,1773676301792000000,92274687
FlushQueue.waitingTimeMaxNs,1773676241774000000,1773676301792000000,641728511
AWTEventQueue.eventsDispatched,1773676241774000000,1773676301792000000,13391
FlushQueue.executionTime90PNs,1773676241774000000,1773676301792000000,225279
AWTEventQueue.dispatchTime90PNs,1773676241774000000,1773676301792000000,671743
FlushQueue.tasksExecuted,1773676241774000000,1773676301792000000,7742
FlushQueue.executionTimeMaxNs,1773676241774000000,1773676301792000000,3992977407
AWTEventQueue.dispatchTimeMaxNs,1773676241774000000,1773676301792000000,562036735
FlushQueue.queueSize90P,1773676241774000000,1773676301792000000,40
AWTEventQueue.dispatchTimeAvgNs,1773676241774000000,1773676301792000000,777070.7442312001
NonBlockingReadAction.failedExecutionsCount,1773676241774000000,1773676301792000000,33
ReadAction.executionsCount,1773676241774000000,1773676301792000000,111060
WriteAction.executionsCount,1773676241774000000,1773676301792000000,54
FlushQueue.executionTimeAvgNs,1773676241774000000,1773676301792000000,1529997.6006199948
AWTEventQueue.dispatchTimeTotalNS,1773676241774000000,1773676301792000000,10408535506
FlushQueue.queueSizeMax,1773676241774000000,1773676301792000000,148
FlushQueue.waitingTimeAvgNs,1773676241774000000,1773676301792000000,2.6144990417204857E7
NonBlockingReadAction.finalizedExecutionTimeUs,1773676241774000000,1773676301792000000,1876326
NonBlockingReadAction.finalizedExecutionsCount,1773676241774000000,1773676301792000000,697
parser.HTML.size.bytes,1773676241774000000,1773676301792000000,48
parser.SCSS.time.ns,1773676241774000000,1773676301792000000,158880832
lexer.Markdown.size.bytes,1773676241774000000,1773676301792000000,31586
lexer.TypeScript.size.bytes,1773676241774000000,1773676301792000000,4325809
DiskQueryRelay.taskExecutionTotalTimeUs,1773676241774000000,1773676301792000000,410306
lexer.Markdown.time.ns,1773676241774000000,1773676301792000000,72647168
parser.DuckDBGrammar.time.ns,1773676241774000000,1773676301792000000,7995208
lexer.DuckDBGrammar.time.ns,1773676241774000000,1773676301792000000,2422666
lexer.Flow.JS.time.ns,1773676241774000000,1773676301792000000,52429625
parser.Markdown.time.ns,1773676241774000000,1773676301792000000,472297127
lexer.Shell.Script.time.ns,1773676241774000000,1773676301792000000,76042
parser.CMake.size.bytes,1773676241774000000,1773676301792000000,1330
parser.DuckDBGrammar.size.bytes,1773676241774000000,1773676301792000000,104909
parser.CMake.time.ns,1773676241774000000,1773676301792000000,15118000
writeAction.median.wait.ms,1773676241774000000,1773676301792000000,100
writeAction.count,1773676241774000000,1773676301792000000,60
lexer.JSON.time.ns,1773676241774000000,1773676301792000000,129376
writeAction.wait.ms,1773676241774000000,1773676301792000000,392
lexer.Python.time.ns,1773676241774000000,1773676301792000000,16178042
parser.Flow.JS.size.bytes,1773676241774000000,1773676301792000000,140172
DiskQueryRelay.taskWaitingTotalTimeUs,1773676241774000000,1773676301792000000,865711
parser.Shell.Script.size.bytes,1773676241774000000,1773676301792000000,204
lexer.DuckDBGrammar.size.bytes,1773676241774000000,1773676301792000000,104909
parser.Flow.JS.time.ns,1773676241774000000,1773676301792000000,515092957
parser.Markdown.size.bytes,1773676241774000000,1773676301792000000,31586
parser.JSON.size.bytes,1773676241774000000,1773676301792000000,503
lexer.CMake.size.bytes,1773676241774000000,1773676301792000000,1330
lexer.JSON.size.bytes,1773676241774000000,1773676301792000000,503
DiskQueryRelay.tasksExecuted,1773676241774000000,1773676301792000000,1468
lexer.Shell.Script.size.bytes,1773676241774000000,1773676301792000000,204
parser.IgnoreLang.time.ns,1773676241774000000,1773676301792000000,370917
lexer.HTML.time.ns,1773676241774000000,1773676301792000000,528750
lexer.SCSS.size.bytes,1773676241774000000,1773676301792000000,193271
parser.TypeScript.time.ns,1773676241774000000,1773676301792000000,2397434620
parser.HTML.time.ns,1773676241774000000,1773676301792000000,10057707
lexer.Python.size.bytes,1773676241774000000,1773676301792000000,5648
lexer.HTML.size.bytes,1773676241774000000,1773676301792000000,48
lexer.CMake.time.ns,1773676241774000000,1773676301792000000,1283500
lexer.Flow.JS.size.bytes,1773676241774000000,1773676301792000000,140172
writeAction.max.wait.ms,1773676241774000000,1773676301792000000,192
DiskQueryRelay.tasksRequested,1773676241774000000,1773676301792000000,1468
lexer.SCSS.time.ns,1773676241774000000,1773676301792000000,96407003
parser.Shell.Script.time.ns,1773676241774000000,1773676301792000000,2597499
parser.Python.time.ns,1773676241774000000,1773676301792000000,104256750
parser.SCSS.size.bytes,1773676241774000000,1773676301792000000,193271
parser.IgnoreLang.size.bytes,1773676241774000000,1773676301792000000,0
lexer.TypeScript.time.ns,1773676241774000000,1773676301792000000,208643248
lexer.IgnoreLang.time.ns,1773676241774000000,1773676301792000000,13667
parser.JSON.time.ns,1773676241774000000,1773676301792000000,5321582
parser.TypeScript.size.bytes,1773676241774000000,1773676301792000000,4325809
parser.Python.size.bytes,1773676241774000000,1773676301792000000,5648
lexer.IgnoreLang.size.bytes,1773676241774000000,1773676301792000000,0
MappedFileStorage.totalPagesMapped,1773676241774000000,1773676301792000000,14
DirectByteBufferAllocator.reclaimed,1773676241774000000,1773676301792000000,5
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1773676241774000000,1773676301792000000,2368
FilePageCache.pageLoadsAboveSizeThreshold,1773676241774000000,1773676301792000000,0
FilePageCache.pageLoads,1773676241774000000,1773676301792000000,297
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1773676241774000000,1773676301792000000,304103424
StorageLockContext.competingThreads.avg,1773676241774000000,1773676301792000000,0.059322033898305086
MappedFileStorage.storages,1773676241774000000,1773676301792000000,14
StreamlinedBlobStorage.recordsAllocated,1773676241774000000,1773676301792000000,200
StorageLockContext.competingThreads.max,1773676241774000000,1773676301792000000,7
FilePageCache.disposedBuffers,1773676241774000000,1773676301792000000,5
DirectByteBufferAllocator.misses,1773676241774000000,1773676301792000000,292
DirectByteBufferAllocator.hits,1773676241774000000,1773676301792000000,5
StorageLockContext.competingThreads.90P,1773676241774000000,1773676301792000000,0
FilePageCache.maxRegisteredFiles,1773676241774000000,1773676301792000000,519
FilePageCache.pageHits,1773676241774000000,1773676301792000000,0
FilePageCache.totalPageDisposalsUs,1773676241774000000,1773676301792000000,711
FilePageCache.uncachedFileAccess,1773676241774000000,1773676301792000000,640
FilePageCache.maxCacheSizeInBytes,1773676241774000000,1773676301792000000,304103424
MappedFileStorage.totalTimeSpentOnMappingUs,1773676241774000000,1773676301792000000,24288
FileChannelInterruptsRetryer.totalRetriedAttempts,1773676241774000000,1773676301792000000,0
FilePageCache.pageFastCacheHits,1773676241774000000,1773676301792000000,519975
StreamlinedBlobStorage.recordsDeleted,1773676241774000000,1773676301792000000,0
MappedFileStorage.totalBytesMapped,1773676241774000000,1773676301792000000,194248704
DirectByteBufferAllocator.disposed,1773676241774000000,1773676301792000000,0
StreamlinedBlobStorage.recordsRelocated,1773676241774000000,1773676301792000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1773676241774000000,1773676301792000000,0
FilePageCache.capacityInBytes,1773676241774000000,1773676301792000000,629145600
FilePageCache.totalPageLoadsUs,1773676241774000000,1773676301792000000,198919
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1773676241774000000,1773676301792000000,14096
VFS.contentStorage.recordsRead,1773676241774000000,1773676301792000000,25763
VFS.fileChildByName,1773676241774000000,1773676301792000000,56787
VFS.contentStorage.recordsReadDecompressed,1773676241774000000,1773676301792000000,8718
VFS.invertedFileNameIndex.requests,1773676241774000000,1773676301792000000,2630
FileNameCache.totalMisses,1773676241774000000,1773676301792000000,0
VFS.fileByIdCache.hits,1773676241774000000,1773676301792000000,7
VFS.contentStorage.recordsUncompressedSize,1773676241774000000,1773676301792000000,1294411
VFS.contentStorage.recordsReadSize,1773676241774000000,1773676301792000000,351749040
VFS.contentStorage.recordsStoredSize,1773676241774000000,1773676301792000000,424993
VFS.contentStorage.recordsDeduplicated,1773676241774000000,1773676301792000000,1
VFS.fileByIdCache.misses,1773676241774000000,1773676301792000000,31909
VFS.contentStorage.recordsStoredCompressed,1773676241774000000,1773676301792000000,25
FileNameCache.queries,1773676241774000000,1773676301792000000,160896
VFS.contentStorage.recordsDecompressionTimeUs,1773676241774000000,1773676301792000000,245838
VFS.contentStorage.recordsStored,1773676241774000000,1773676301792000000,92
JVM.totalCpuTimeMs,1773676241774000000,1773676301792000000,86091
JVM.threadCount,1773676241774000000,1773676301792000000,166
JVM.usedHeapBytes,1773676241774000000,1773676301792000000,598730304
JVM.totalDirectByteBuffersBytes,1773676241774000000,1773676301792000000,318079882
JVM.totalBytesAllocated,1773676241774000000,1773676301792000000,9680113368
JVM.totalTimeAtSafepointsMs,1773676241774000000,1773676301792000000,866
JVM.maxHeapBytes,1773676241774000000,1773676301792000000,2147483648
JVM.totalTimeToSafepointsMs,1773676241774000000,1773676301792000000,142
JVM.committedHeapBytes,1773676241774000000,1773676301792000000,1450180608
JVM.GC.collectionTimesMs,1773676241774000000,1773676301792000000,828
MEM.ramBytes,1773676241774000000,1773676301792000000,1794572288
MEM.fileMappingsRamBytes,1773676241774000000,1773676301792000000,347406336
OS.loadAverage,1773676241774000000,1773676301792000000,3.79638671875
JVM.GC.collections,1773676241774000000,1773676301792000000,104
JVM.usedNativeBytes,1773676241774000000,1773676301792000000,564221488
MEM.ramMinusFileMappingsBytes,1773676241774000000,1773676301792000000,1429651456
JVM.newThreadsCount,1773676241774000000,1773676301792000000,218
JVM.maxThreadCount,1773676241774000000,1773676301792000000,169
MEM.ramPlusSwapMinusFileMappingsBytes,1773676241774000000,1773676301792000000,2450894592
JVM.totalSafepointCount,1773676241774000000,1773676301792000000,540
workspaceModel.cachedValueWithParameters.total.get.count,1773676241774000000,1773676301792000000,0
workspaceModel.workspaceFileIndexData.init.ms,1773676241774000000,1773676301792000000,1
workspaceModel.cachedValue.clear.count,1773676241774000000,1773676301792000000,7
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1773676241774000000,1773676301792000000,0
workspaceModel.full.replace.project.model.ms,1773676241774000000,1773676301792000000,26
workspaceModel.cachedValue.total.get.count,1773676241774000000,1773676301792000000,1782
workspaceModel.check.recursive.update.ms,1773676241774000000,1773676301792000000,1
workspaceModel.loading.total.ms,1773676241774000000,1773676301792000000,23
workspaceModel.cachedValue.from.cache.count,1773676241774000000,1773676301792000000,1751
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1773676241774000000,1773676301792000000,114
workspaceModel.update.unloaded.entities.ms,1773676241774000000,1773676301792000000,0
workspaceModel.updates.ms,1773676241774000000,1773676301792000000,109
workspaceModel.workspaceFileIndexData.instances.count,1773676241774000000,1773676301792000000,1
workspaceModel.on.before.changed.ms,1773676241774000000,1773676301792000000,39
workspaceModel.init.bridges.ms,1773676241774000000,1773676301792000000,4
workspaceModel.pre.handlers.ms,1773676241774000000,1773676301792000000,0
workspaceModel.cachedValueWithParameters.clear.count,1773676241774000000,1773676301792000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1773676241774000000,1773676301792000000,0
workspaceModel.loading.from.cache.ms,1773676241774000000,1773676301792000000,19
workspaceModel.cachedValueWithParameters.calculated.count,1773676241774000000,1773676301792000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1773676241774000000,1773676301792000000,0
workspaceModel.replace.project.model.ms,1773676241774000000,1773676301792000000,0
workspaceModel.on.changed.ms,1773676241774000000,1773676301792000000,47
workspaceModel.workspaceFileIndexData.processFileSets.ms,1773676241774000000,1773676301792000000,0
workspaceModel.initializing.ms,1773676241774000000,1773676301792000000,2
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1773676241774000000,1773676301792000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1773676241774000000,1773676301792000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1773676241774000000,1773676301792000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1773676241774000000,1773676301792000000,24
workspaceModel.entityStorageSnapshotImpl.instances.count,1773676241774000000,1773676301792000000,29
workspaceModel.updates.precise.ms,1773676241774000000,1773676301792000000,17
workspaceModel.to.snapshot.ms,1773676241774000000,1773676301792000000,1
workspaceModel.collect.changes.ms,1773676241774000000,1773676301792000000,0
workspaceModel.cachedValue.calculated.count,1773676241774000000,1773676301792000000,31
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1773676241774000000,1773676301792000000,24
workspaceModel.updates.count,1773676241774000000,1773676301792000000,6
cacheStateStorage.set.duration,1773676301792000000,1773676361788000000,1
cacheStateStorage.get.counter,1773676301792000000,1773676361788000000,17
cacheStateStorage.set.counter,1773676301792000000,1773676361788000000,1
cacheStateStorage.get.duration,1773676301792000000,1773676361788000000,27
Indexing.writer_0.totalTimeSpentWritingMs,1773676301792000000,1773676361788000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1773676301792000000,1773676361788000000,0
Indexes.entries.lookups,1773676301792000000,1773676361788000000,36
Indexes.allKeys.lookups,1773676301792000000,1773676361788000000,3
Indexes.stubs.lookupDurationMaxMs,1773676301792000000,1773676361788000000,0.0
Indexes.stubs.lookups,1773676301792000000,1773676361788000000,0
Indexing.cache.totalCacheMisses,1773676301792000000,1773676361788000000,2580
Indexing.writesQueuedMin,1773676301792000000,1773676361788000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1773676301792000000,1773676361788000000,0
Indexes.allKeys.lookupDurationAvgMs,1773676301792000000,1773676361788000000,0.0
Indexes.stubs.lookupDuration90PMs,1773676301792000000,1773676361788000000,0.0
Indexing.cache.totalCacheAccesses,1773676301792000000,1773676361788000000,5172
Indexes.allKeys.lookupDurationMaxMs,1773676301792000000,1773676361788000000,0.0
Indexing.writesQueuedMax,1773676301792000000,1773676361788000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1773676301792000000,1773676361788000000,0
Indexes.stubs.lookupDurationAvgMs,1773676301792000000,1773676361788000000,0.0
Indexes.allKeys.lookupDuration90PMs,1773676301792000000,1773676361788000000,0.0
Indexing.totalTimeIndexersSleptMs,1773676301792000000,1773676361788000000,0
Indexes.entries.lookupDuration90PMs,1773676301792000000,1773676361788000000,3.0
Indexing.writesQueuedAvg,1773676301792000000,1773676361788000000,0.0
Indexing.cache.totalCacheEvicted,1773676301792000000,1773676361788000000,2580
Indexes.entries.lookupDurationMaxMs,1773676301792000000,1773676361788000000,18.0
Indexes.entries.lookupDurationAvgMs,1773676301792000000,1773676361788000000,1.0277777777777777
jps.facet.change.listener.before.change.events.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1773676301792000000,1773676361788000000,0
jps.load.project.to.empty.storage.ms,1773676301792000000,1773676361788000000,0
jps.global.handle.changed.events.ms,1773676301792000000,1773676361788000000,0
workspaceModel.orphan.listener.update.ms,1773676301792000000,1773676361788000000,0
jps.project.serializers.save.ms,1773676301792000000,1773676361788000000,2
jps.project.serializers.load.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1773676301792000000,1773676361788000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1773676301792000000,1773676361788000000,0
jps.global.initialize.library.bridges.after.loading.ms,1773676301792000000,1773676361788000000,0
jps.save.global.entities.ms,1773676301792000000,1773676361788000000,1
jps.global.get.libraries.ms,1773676301792000000,1773676361788000000,0
jps.global.handle.before.change.events.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1773676301792000000,1773676361788000000,0
jps.module.iml.entities.serializer.save.entities.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.instances.count,1773676301792000000,1773676361788000000,0
jps.modifiable.module.model.bridge.renaming.ms,1773676301792000000,1773676361788000000,0
jps.global.initialize.library.bridges.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1773676301792000000,1773676361788000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1773676301792000000,1773676361788000000,0
workspaceModel.moduleBridge.update.option.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1773676301792000000,1773676361788000000,0
jps.app.storage.content.reader.load.component.ms,1773676301792000000,1773676361788000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1773676301792000000,1773676361788000000,0
jps.apply.loaded.storage.ms,1773676301792000000,1773676361788000000,0
workspaceModel.global.updates.ms,1773676301792000000,1773676361788000000,0
jps.modifiable.module.model.bridge.new.module.ms,1773676301792000000,1773676361788000000,0
jps.artifact.entities.serializer.save.entities.ms,1773676301792000000,1773676361788000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.entities.ms,1773676301792000000,1773676361788000000,0
jps.load.initial.state.ms,1773676301792000000,1773676361788000000,0
workspaceModel.do.save.caches.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1773676301792000000,1773676361788000000,0
workspaceModel.load.cache.from.file.ms,1773676301792000000,1773676361788000000,0
jps.storage.jps.conf.reader.load.component.ms,1773676301792000000,1773676361788000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1773676301792000000,1773676361788000000,0
jps.facet.change.listener.process.change.events.ms,1773676301792000000,1773676361788000000,0
jps.modifiable.module.model.bridge.load.module.ms,1773676301792000000,1773676361788000000,0
jps.library.entities.serializer.load.entities.ms,1773676301792000000,1773676361788000000,0
jps.facet.change.listener.init.bridge.ms,1773676301792000000,1773676361788000000,0
jps.app.storage.content.writer.save.component.ms,1773676301792000000,1773676361788000000,1
workspaceModel.moduleBridge.before.changed.ms,1773676301792000000,1773676361788000000,0
jps.library.entities.serializer.save.entities.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1773676301792000000,1773676361788000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1773676301792000000,1773676361788000000,0
jps.global.get.library.by.name.ms,1773676301792000000,1773676361788000000,0
jps.reload.project.entities.ms,1773676301792000000,1773676361788000000,0
jps.global.get.library.ms,1773676301792000000,1773676361788000000,0
workspaceModel.sync.entities.ms,1773676301792000000,1773676361788000000,0
workspaceModel.global.apply.state.to.project.ms,1773676301792000000,1773676361788000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1773676301792000000,1773676361788000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1773676301792000000,1773676361788000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1773676301792000000,1773676361788000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1773676301792000000,1773676361788000000,0
